timestamp,court,date,criminal_cases_found,files_downloaded,case_numbers,status
2025-07-23T11:29:14.132753,COA01,2025-01-10,0,0,,no_cases
2025-07-23T11:29:16.232877,COA02,2025-01-10,0,0,,no_cases
2025-07-23T11:29:18.354830,COA03,2025-01-10,0,0,,no_cases
2025-07-23T11:29:20.921413,COA04,2025-01-10,0,0,,no_cases
2025-07-23T11:29:23.862088,COA05,2025-01-10,0,0,,no_cases
2025-07-23T11:29:26.196557,COA06,2025-01-10,0,0,,no_cases
2025-07-23T11:29:28.285981,COA07,2025-01-10,0,0,,no_cases
2025-07-23T11:29:30.404887,COA08,2025-01-10,0,0,,no_cases
2025-07-23T11:29:32.483172,COA09,2025-01-10,0,0,,no_cases
2025-07-23T11:29:34.667139,COA10,2025-01-10,0,0,,no_cases
2025-07-23T11:29:36.742768,COA11,2025-01-10,0,0,,no_cases
2025-07-23T11:29:38.953061,COA12,2025-01-10,0,0,,no_cases
2025-07-23T11:29:41.585369,COA13,2025-01-10,0,0,,no_cases
2025-07-23T11:29:43.976705,COA14,2025-01-10,0,0,,no_cases
2025-07-23T11:29:46.284205,COA01,2025-01-13,0,0,,no_cases
2025-07-23T11:29:48.373880,COA02,2025-01-13,0,0,,no_cases
2025-07-23T11:29:50.479993,COA03,2025-01-13,0,0,,no_cases
2025-07-23T11:29:52.659635,COA04,2025-01-13,0,0,,no_cases
2025-07-23T11:29:58.243483,COA05,2025-01-13,1,1,05-24-00242-CR,completed
2025-07-23T11:30:00.309064,COA06,2025-01-13,0,0,,no_cases
2025-07-23T11:30:02.443931,COA07,2025-01-13,0,0,,no_cases
2025-07-23T11:30:06.493141,COA08,2025-01-13,1,1,08-23-00339-CR,completed
2025-07-23T11:30:08.996287,COA09,2025-01-13,0,0,,no_cases
2025-07-23T11:30:11.083309,COA10,2025-01-13,0,0,,no_cases
2025-07-23T11:30:13.151806,COA11,2025-01-13,0,0,,no_cases
2025-07-23T11:30:16.318912,COA12,2025-01-13,0,0,,no_cases
2025-07-23T11:30:18.661128,COA13,2025-01-13,0,0,,no_cases
2025-07-23T11:30:22.255919,COA14,2025-01-13,0,0,,no_cases
2025-07-23T11:30:24.676688,COA01,2025-01-14,0,0,,no_cases
2025-07-23T11:30:26.919307,COA02,2025-01-14,0,0,,no_cases
2025-07-23T11:30:29.287429,COA03,2025-01-14,0,0,,no_cases
2025-07-23T11:30:31.673617,COA04,2025-01-14,0,0,,no_cases
2025-07-23T11:30:38.833286,COA05,2025-01-14,3,3,05-23-01254-CR;05-23-01279-CR;05-23-01281-CR,completed
2025-07-23T11:30:42.083096,COA06,2025-01-14,1,1,06-24-00071-CR,completed
2025-07-23T11:30:48.206576,COA07,2025-01-14,3,3,07-24-00115-CR;07-24-00195-CR;07-24-00221-CR,completed
2025-07-23T11:30:50.530309,COA08,2025-01-14,0,0,,no_cases
2025-07-23T11:30:53.030343,COA09,2025-01-14,0,0,,no_cases
2025-07-23T11:30:55.098035,COA10,2025-01-14,0,0,,no_cases
2025-07-23T11:30:57.302060,COA11,2025-01-14,0,0,,no_cases
2025-07-23T11:31:00.947091,COA12,2025-01-14,0,0,,no_cases
2025-07-23T11:31:03.100106,COA13,2025-01-14,0,0,,no_cases
2025-07-23T11:31:05.638925,COA14,2025-01-14,0,0,,no_cases
2025-07-23T11:31:07.913409,COA01,2025-01-15,0,0,,no_cases
2025-07-23T11:31:10.008704,COA02,2025-01-15,0,0,,no_cases
2025-07-23T11:31:12.133421,COA03,2025-01-15,0,0,,no_cases
2025-07-23T11:31:15.782020,COA04,2025-01-15,1,1,04-24-00582-CR,completed
2025-07-23T11:31:20.117555,COA05,2025-01-15,1,1,05-22-00911-CR,completed
2025-07-23T11:31:22.196269,COA06,2025-01-15,0,0,,no_cases
2025-07-23T11:31:27.749048,COA07,2025-01-15,2,2,07-23-00397-CR;07-24-00201-CR,completed
2025-07-23T11:31:30.137563,COA08,2025-01-15,0,0,,no_cases
2025-07-23T11:31:33.698440,COA09,2025-01-15,1,1,09-24-00398-CR,completed
2025-07-23T11:31:35.783257,COA10,2025-01-15,0,0,,no_cases
2025-07-23T11:31:38.210889,COA11,2025-01-15,0,0,,no_cases
2025-07-23T11:31:41.837382,COA12,2025-01-15,1,1,12-24-00165-CR,completed
2025-07-23T11:31:43.991335,COA13,2025-01-15,0,0,,no_cases
2025-07-23T11:31:46.398494,COA14,2025-01-15,0,0,,no_cases
2025-07-23T11:31:48.811518,COA01,2025-01-16,0,0,,no_cases
2025-07-23T11:31:51.328381,COA02,2025-01-16,2,0,02-23-00348-CR;02-24-00234-CR,completed
2025-07-23T11:31:53.612174,COA03,2025-01-16,0,0,,no_cases
2025-07-23T11:31:56.035677,COA04,2025-01-16,0,0,,no_cases
2025-07-23T11:32:00.092345,COA05,2025-01-16,1,1,05-24-00102-CR,completed
2025-07-23T11:32:02.175805,COA06,2025-01-16,0,0,,no_cases
2025-07-23T11:32:05.432132,COA07,2025-01-16,1,1,07-24-00051-CR,completed
2025-07-23T11:32:07.551801,COA08,2025-01-16,0,0,,no_cases
2025-07-23T11:32:10.011134,COA09,2025-01-16,0,0,,no_cases
2025-07-23T11:32:17.135661,COA10,2025-01-16,4,4,10-23-00052-CR;10-23-00199-CR;10-24-00261-CR;10-24-00377-CR,completed
2025-07-23T11:32:19.227729,COA11,2025-01-16,0,0,,no_cases
2025-07-23T11:32:21.370797,COA12,2025-01-16,0,0,,no_cases
2025-07-23T11:32:27.462541,COA13,2025-01-16,0,0,,no_cases
2025-07-23T11:32:31.911200,COA14,2025-01-16,2,2,14-24-00231-CR;14-24-00963-CR,completed
2025-07-23T11:32:34.072334,COA01,2025-01-17,0,0,,no_cases
2025-07-23T11:32:36.513024,COA02,2025-01-17,0,0,,no_cases
2025-07-23T11:32:38.887263,COA03,2025-01-17,0,0,,no_cases
2025-07-23T11:32:42.665249,COA04,2025-01-17,0,0,,no_cases
2025-07-23T11:32:48.348006,COA05,2025-01-17,1,1,05-23-01215-CR,completed
2025-07-23T11:32:50.501279,COA06,2025-01-17,0,0,,no_cases
2025-07-23T11:32:53.779625,COA07,2025-01-17,1,1,07-24-00286-CR,completed
2025-07-23T11:32:56.150004,COA08,2025-01-17,0,0,,no_cases
2025-07-23T11:32:58.483929,COA09,2025-01-17,0,0,,no_cases
2025-07-23T11:33:02.131813,COA10,2025-01-17,0,0,,no_cases
2025-07-23T11:33:04.211131,COA11,2025-01-17,0,0,,no_cases
2025-07-23T11:33:06.569520,COA12,2025-01-17,0,0,,no_cases
2025-07-23T11:33:08.784768,COA13,2025-01-17,0,0,,no_cases
2025-07-23T11:33:11.008431,COA14,2025-01-17,0,0,,no_cases
2025-07-23T11:33:13.162257,COA01,2025-01-20,0,0,,no_cases
2025-07-23T11:33:16.486938,COA02,2025-01-20,0,0,,no_cases
2025-07-23T11:33:18.619085,COA03,2025-01-20,0,0,,no_cases
2025-07-23T11:33:21.303287,COA04,2025-01-20,0,0,,no_cases
2025-07-23T11:33:23.993328,COA05,2025-01-20,0,0,,no_cases
2025-07-23T11:33:26.210544,COA06,2025-01-20,0,0,,no_cases
2025-07-23T11:33:28.313289,COA07,2025-01-20,0,0,,no_cases
2025-07-23T11:33:30.405311,COA08,2025-01-20,0,0,,no_cases
2025-07-23T11:33:32.480112,COA09,2025-01-20,0,0,,no_cases
2025-07-23T11:33:34.663268,COA10,2025-01-20,0,0,,no_cases
2025-07-23T11:33:37.556581,COA11,2025-01-20,0,0,,no_cases
2025-07-23T11:33:39.625481,COA12,2025-01-20,0,0,,no_cases
2025-07-23T11:33:41.782258,COA13,2025-01-20,0,0,,no_cases
2025-07-23T11:33:44.065285,COA14,2025-01-20,0,0,,no_cases
2025-07-23T11:33:46.283356,COA01,2025-01-21,0,0,,no_cases
2025-07-23T11:33:48.672317,COA02,2025-01-21,0,0,,no_cases
2025-07-23T11:33:50.799079,COA03,2025-01-21,0,0,,no_cases
2025-07-23T11:33:53.027048,COA04,2025-01-21,0,0,,no_cases
2025-07-23T11:33:56.054856,COA05,2025-01-21,0,0,,no_cases
2025-07-23T11:33:58.133663,COA06,2025-01-21,0,0,,no_cases
2025-07-23T11:34:00.225570,COA07,2025-01-21,0,0,,no_cases
2025-07-23T11:34:02.493339,COA08,2025-01-21,0,0,,no_cases
2025-07-23T11:34:04.900740,COA09,2025-01-21,0,0,,no_cases
2025-07-23T11:34:07.236165,COA10,2025-01-21,0,0,,no_cases
2025-07-23T11:34:09.581824,COA11,2025-01-21,0,0,,no_cases
2025-07-23T11:34:11.934191,COA12,2025-01-21,0,0,,no_cases
2025-07-23T11:34:20.314457,COA13,2025-01-21,0,0,,no_cases
2025-07-23T11:34:22.466042,COA14,2025-01-21,0,0,,no_cases
2025-07-23T11:34:24.950462,COA01,2025-01-22,0,0,,no_cases
2025-07-23T11:34:27.066468,COA02,2025-01-22,0,0,,no_cases
2025-07-23T11:34:30.535016,COA03,2025-01-22,0,0,,no_cases
2025-07-23T11:34:35.686975,COA04,2025-01-22,2,2,04-24-00166-CR;04-24-00830-CR,completed
2025-07-23T11:34:40.311834,COA05,2025-01-22,1,1,05-25-00040-CR,completed
2025-07-23T11:34:42.396200,COA06,2025-01-22,0,0,,no_cases
2025-07-23T11:34:45.694893,COA07,2025-01-22,1,1,07-24-00212-CR,completed
2025-07-23T11:34:49.247381,COA08,2025-01-22,1,1,08-23-00251-CR,completed
2025-07-23T11:34:55.348517,COA09,2025-01-22,3,3,09-23-00004-CR;09-24-00149-CR;09-24-00401-CR,completed
2025-07-23T11:34:59.186420,COA10,2025-01-22,0,0,,no_cases
2025-07-23T11:35:01.270364,COA11,2025-01-22,0,0,,no_cases
2025-07-23T11:35:03.350884,COA12,2025-01-22,0,0,,no_cases
2025-07-23T11:35:05.528051,COA13,2025-01-22,0,0,,no_cases
2025-07-23T11:35:07.666448,COA14,2025-01-22,0,0,,no_cases
2025-07-23T11:35:09.888659,COA01,2025-01-23,1,0,01-24-00891-CR,completed
2025-07-23T11:35:12.155353,COA02,2025-01-23,2,0,02-24-00149-CR;02-24-00440-CR,completed
2025-07-23T11:35:14.400387,COA03,2025-01-23,0,0,,no_cases
2025-07-23T11:35:18.541901,COA04,2025-01-23,0,0,,no_cases
2025-07-23T11:35:24.916425,COA05,2025-01-23,1,1,05-23-01094-CR,completed
2025-07-23T11:35:27.100672,COA06,2025-01-23,0,0,,no_cases
2025-07-23T11:35:31.369992,COA07,2025-01-23,1,1,07-24-00126-CR,completed
2025-07-23T11:35:33.835394,COA08,2025-01-23,0,0,,no_cases
2025-07-23T11:35:36.221848,COA09,2025-01-23,0,0,,no_cases
2025-07-23T11:35:39.980766,COA10,2025-01-23,1,1,10-23-00363-CR,completed
2025-07-23T11:35:43.625690,COA11,2025-01-23,0,0,,no_cases
2025-07-23T11:35:45.704950,COA12,2025-01-23,0,0,,no_cases
2025-07-23T11:35:47.868668,COA13,2025-01-23,0,0,,no_cases
2025-07-23T11:35:52.791432,COA14,2025-01-23,2,2,14-23-00526-CR;14-25-00005-CR,completed
2025-07-23T11:35:54.945249,COA01,2025-01-24,0,0,,no_cases
2025-07-23T11:35:57.054492,COA02,2025-01-24,0,0,,no_cases
2025-07-23T11:35:59.531754,COA03,2025-01-24,0,0,,no_cases
2025-07-23T11:36:01.863882,COA04,2025-01-24,0,0,,no_cases
2025-07-23T11:36:06.326712,COA05,2025-01-24,1,1,05-23-01096-CR,completed
2025-07-23T11:36:08.395454,COA06,2025-01-24,0,0,,no_cases
2025-07-23T11:36:10.483247,COA07,2025-01-24,0,0,,no_cases
2025-07-23T11:36:12.859394,COA08,2025-01-24,0,0,,no_cases
2025-07-23T11:36:14.940998,COA09,2025-01-24,0,0,,no_cases
2025-07-23T11:36:17.022772,COA10,2025-01-24,0,0,,no_cases
2025-07-23T11:36:21.536465,COA11,2025-01-24,2,2,11-23-00173-CR;11-23-00279-CR,completed
2025-07-23T11:36:24.199022,COA12,2025-01-24,0,0,,no_cases
2025-07-23T11:36:27.585779,COA13,2025-01-24,1,1,13-25-00022-CR,completed
2025-07-23T11:36:30.770782,COA14,2025-01-24,0,0,,no_cases
2025-07-23T11:36:33.075786,COA01,2025-01-27,0,0,,no_cases
2025-07-23T11:36:35.435811,COA02,2025-01-27,0,0,,no_cases
2025-07-23T11:36:37.744989,COA03,2025-01-27,0,0,,no_cases
2025-07-23T11:36:40.135454,COA04,2025-01-27,0,0,,no_cases
2025-07-23T11:36:43.175692,COA05,2025-01-27,0,0,,no_cases
2025-07-23T11:36:46.394478,COA06,2025-01-27,1,1,06-24-00058-CR,completed
2025-07-23T11:36:49.803904,COA07,2025-01-27,1,1,07-24-00179-CR,completed
2025-07-23T11:36:53.138834,COA08,2025-01-27,1,1,08-23-00349-CR,completed
2025-07-23T11:36:55.209022,COA09,2025-01-27,0,0,,no_cases
2025-07-23T11:36:57.426450,COA10,2025-01-27,0,0,,no_cases
2025-07-23T11:37:04.368577,COA11,2025-01-27,0,0,,no_cases
2025-07-23T11:37:08.019468,COA12,2025-01-27,0,0,,no_cases
2025-07-23T11:37:10.180302,COA13,2025-01-27,0,0,,no_cases
2025-07-23T11:37:12.346879,COA14,2025-01-27,0,0,,no_cases
2025-07-23T11:37:14.570857,COA01,2025-01-28,1,0,01-23-00041-CR,completed
2025-07-23T11:37:17.379055,COA02,2025-01-28,0,0,,no_cases
2025-07-23T11:37:19.575104,COA03,2025-01-28,0,0,,no_cases
2025-07-23T11:37:22.358484,COA04,2025-01-28,0,0,,no_cases
2025-07-23T11:37:28.206350,COA05,2025-01-28,1,1,05-23-01060-CR,completed
2025-07-23T11:37:34.802729,COA06,2025-01-28,0,0,,no_cases
2025-07-23T11:37:36.892074,COA07,2025-01-28,0,0,,no_cases
2025-07-23T11:37:40.548900,COA08,2025-01-28,0,0,,no_cases
2025-07-23T11:37:42.632421,COA09,2025-01-28,0,0,,no_cases
2025-07-23T11:37:44.704626,COA10,2025-01-28,0,0,,no_cases
2025-07-23T11:37:47.036370,COA11,2025-01-28,0,0,,no_cases
2025-07-23T11:37:49.376478,COA12,2025-01-28,0,0,,no_cases
2025-07-23T11:37:51.832686,COA13,2025-01-28,0,0,,no_cases
2025-07-23T11:37:54.048466,COA14,2025-01-28,0,0,,no_cases
2025-07-23T11:37:58.067501,COA01,2025-01-29,0,0,,no_cases
2025-07-23T11:38:00.930791,COA02,2025-01-29,0,0,,no_cases
2025-07-23T11:38:05.000838,COA03,2025-01-29,1,1,03-23-00393-CR,completed
2025-07-23T11:38:10.018505,COA04,2025-01-29,2,2,04-23-00111-CR;04-25-00042-CR,completed
2025-07-23T11:38:13.121986,COA05,2025-01-29,0,0,,no_cases
2025-07-23T11:38:15.456469,COA06,2025-01-29,0,0,,no_cases
2025-07-23T11:38:19.034283,COA07,2025-01-29,1,1,07-24-00049-CR,completed
2025-07-23T11:38:21.288798,COA08,2025-01-29,0,0,,no_cases
2025-07-23T11:38:25.959765,COA09,2025-01-29,1,1,09-24-00387-CR,completed
2025-07-23T11:38:28.043889,COA10,2025-01-29,0,0,,no_cases
2025-07-23T11:38:30.836719,COA11,2025-01-29,0,0,,no_cases
2025-07-23T11:38:33.289404,COA12,2025-01-29,0,0,,no_cases
2025-07-23T11:38:35.490368,COA13,2025-01-29,0,0,,no_cases
2025-07-23T11:38:37.737523,COA14,2025-01-29,0,0,,no_cases
2025-07-23T11:38:40.288726,COA01,2025-01-30,1,0,01-23-00414-CR,completed
2025-07-23T11:38:42.568818,COA02,2025-01-30,4,0,02-23-00152-CR;02-24-00045-CR;02-24-00059-CR;02-24-00061-CR,completed
2025-07-23T11:38:46.015468,COA03,2025-01-30,1,1,03-23-00261-CR,completed
2025-07-23T11:38:48.479740,COA04,2025-01-30,0,0,,no_cases
2025-07-23T11:38:51.515324,COA05,2025-01-30,0,0,,no_cases
2025-07-23T11:38:53.609120,COA06,2025-01-30,0,0,,no_cases
2025-07-23T11:38:56.883555,COA07,2025-01-30,1,1,07-24-00188-CR,completed
2025-07-23T11:38:58.993808,COA08,2025-01-30,0,0,,no_cases
2025-07-23T11:39:01.091901,COA09,2025-01-30,0,0,,no_cases
2025-07-23T11:39:08.463526,COA10,2025-01-30,3,3,10-22-00368-CR;10-23-00263-CR;10-24-00262-CR,completed
2025-07-23T11:39:11.695225,COA11,2025-01-30,1,1,11-24-00180-CR,completed
2025-07-23T11:39:13.786515,COA12,2025-01-30,0,0,,no_cases
2025-07-23T11:39:30.327488,COA13,2025-01-30,6,6,13-23-00344-CR;13-23-00560-CR;13-24-00030-CR;13-24-00232-CR;13-24-00522-CR;13-24-00571-CR,completed
2025-07-23T11:39:32.530865,COA14,2025-01-30,0,0,,no_cases
2025-07-23T11:39:35.287246,COA01,2025-01-31,0,0,,no_cases
2025-07-23T11:39:37.634652,COA02,2025-01-31,0,0,,no_cases
2025-07-23T11:39:43.614581,COA03,2025-01-31,3,3,03-23-00043-CR;03-23-00793-CR;03-24-00712-CR,completed
2025-07-23T11:39:46.137427,COA04,2025-01-31,0,0,,no_cases
2025-07-23T11:39:50.561544,COA05,2025-01-31,1,1,05-23-00307-CR,completed
2025-07-23T11:39:52.623806,COA06,2025-01-31,0,0,,no_cases
2025-07-23T11:39:57.382901,COA07,2025-01-31,2,2,07-23-00228-CR;07-24-00069-CR,completed
2025-07-23T11:40:00.688095,COA08,2025-01-31,1,1,08-24-00071-CR,completed
2025-07-23T11:40:02.760894,COA09,2025-01-31,0,0,,no_cases
2025-07-23T11:40:05.188568,COA10,2025-01-31,0,0,,no_cases
2025-07-23T11:40:07.514854,COA11,2025-01-31,0,0,,no_cases
2025-07-23T11:40:20.238821,COA12,2025-01-31,8,8,12-24-00106-CR;12-24-00135-CR;12-24-00154-CR;12-24-00167-CR;12-24-00184-CR;12-24-00203-CR;12-24-00256-CR;12-24-00334-CR,completed
2025-07-23T11:40:22.459851,COA13,2025-01-31,0,0,,no_cases
2025-07-23T11:40:24.605171,COA14,2025-01-31,0,0,,no_cases
2025-07-23T11:40:26.773047,COA01,2025-02-03,0,0,,no_cases
2025-07-23T11:40:28.887796,COA02,2025-02-03,0,0,,no_cases
2025-07-23T11:40:30.982052,COA03,2025-02-03,0,0,,no_cases
2025-07-23T11:40:33.214619,COA04,2025-02-03,0,0,,no_cases
2025-07-23T11:40:37.187705,COA05,2025-02-03,1,1,05-25-00048-CR,completed
2025-07-23T11:40:40.442704,COA06,2025-02-03,1,1,06-24-00102-CR,completed
2025-07-23T11:40:43.452965,COA07,2025-02-03,0,0,,no_cases
2025-07-23T11:40:47.101249,COA08,2025-02-03,1,1,08-24-00028-CR,completed
2025-07-23T11:40:49.419555,COA09,2025-02-03,0,0,,no_cases
2025-07-23T11:40:51.845894,COA10,2025-02-03,0,0,,no_cases
2025-07-23T11:40:53.914769,COA11,2025-02-03,0,0,,no_cases
2025-07-23T11:40:55.995665,COA12,2025-02-03,0,0,,no_cases
2025-07-23T11:40:59.318627,COA13,2025-02-03,1,1,13-25-00042-CR,completed
2025-07-23T11:41:01.599293,COA14,2025-02-03,0,0,,no_cases
2025-07-23T11:41:04.994984,COA01,2025-02-04,1,1,01-23-00145-CR,completed
2025-07-23T11:41:07.231958,COA02,2025-02-04,0,0,,no_cases
2025-07-23T11:41:09.683615,COA03,2025-02-04,0,0,,no_cases
2025-07-23T11:41:11.992851,COA04,2025-02-04,0,0,,no_cases
2025-07-23T11:41:17.954125,COA05,2025-02-04,2,2,05-24-00075-CR;05-24-00077-CR,completed
2025-07-23T11:41:20.039762,COA06,2025-02-04,0,0,,no_cases
2025-07-23T11:41:24.069706,COA07,2025-02-04,1,1,07-24-00214-CR,completed
2025-07-23T11:41:26.305724,COA08,2025-02-04,0,0,,no_cases
2025-07-23T11:41:28.377255,COA09,2025-02-04,0,0,,no_cases
2025-07-23T11:41:31.821970,COA10,2025-02-04,0,0,,no_cases
2025-07-23T11:41:34.414365,COA11,2025-02-04,0,0,,no_cases
